crop_name,grade,quantity_kg,month,region,base_price,perishability,demand_index,fair_price_kg,listing_price_kg,is_sold,days_to_sell
Carrot,A,1865.4,11,"Koyambedu, Chennai, Tamil Nadu",34.0,0.5,1.35,37.53,44.67,0,25
Wheat,C,2676.5,11,"Ludhiana, Punjab",30.0,0.05,1.16,23.13,25.84,0,25
Cotton,C,3124.3,10,"Pune, Maharashtra",70.0,0.05,1.02,51.5,49.38,1,7
Wheat,B,3810.8,1,"Guntur, Andhra Pradesh",30.0,0.05,1.05,28.14,33.63,0,25
Onion,A,3528.9,4,"Bengaluru, Karnataka",28.0,0.3,1.02,42.4,47.87,0,25
Cauliflower,B,1629.4,12,"Guntur, Andhra Pradesh",26.0,0.8,1.18,18.88,18.31,1,3
Cabbage,B,3708.2,6,"Koyambedu, Chennai, Tamil Nadu",18.0,0.6,0.93,17.0,17.27,1,8
Green Chilli,B,980.9,5,"Koyambedu, Chennai, Tamil Nadu",55.0,0.7,1.34,71.02,74.34,1,8
Cabbage,A,3405.3,7,"Guntur, Andhra Pradesh",18.0,0.6,1.04,19.43,17.75,1,3
Brinjal,A,375.1,2,"Koyambedu, Chennai, Tamil Nadu",22.0,0.75,1.27,29.19,26.56,1,4
Maize,A,58.2,1,"Anand, Gujarat",23.0,0.1,0.99,31.1,31.0,1,6
Cotton,C,2309.4,11,"Ludhiana, Punjab",70.0,0.05,0.92,53.5,64.58,0,25
Green Chilli,A,375.3,10,"Nashik, Maharashtra",55.0,0.7,0.92,81.71,95.26,0,25
Maize,B,1106.0,2,"Indore, Madhya Pradesh",23.0,0.1,1.05,23.04,27.3,0,25
Onion,C,306.5,3,"Pune, Maharashtra",28.0,0.3,1.2,22.05,24.92,0,25
Onion,B,1170.6,12,"Bengaluru, Karnataka",28.0,0.3,1.1,37.7,37.15,1,3
Carrot,B,1260.3,9,"Ludhiana, Punjab",34.0,0.5,1.23,37.13,45.38,0,25
Sugarcane,B,1000.7,4,"Ludhiana, Punjab",4.5,0.4,0.97,4.3,3.92,1,2
Cabbage,A,3993.0,2,"Anand, Gujarat",18.0,0.6,0.96,16.21,15.94,1,4
Rice,C,1669.0,7,"Indore, Madhya Pradesh",48.0,0.05,1.36,41.65,46.54,0,25
Soybean,C,878.6,12,"Pune, Maharashtra",46.0,0.1,1.14,45.16,41.85,1,2
Tomato,B,3259.4,3,"Guntur, Andhra Pradesh",24.0,0.85,1.13,24.56,30.37,0,25
Sugarcane,C,575.0,8,"Ludhiana, Punjab",4.5,0.4,1.06,4.09,3.99,1,7
Cabbage,C,3483.2,1,"Anand, Gujarat",18.0,0.6,0.98,11.94,11.35,1,2
Maize,B,3542.7,1,"Anand, Gujarat",23.0,0.1,1.02,20.03,24.29,0,25
Groundnut,A,3094.9,1,"Guntur, Andhra Pradesh",72.0,0.1,1.22,76.02,86.25,0,25
Sugarcane,C,60.8,6,"Ludhiana, Punjab",4.5,0.4,1.14,4.14,3.87,1,3
Soybean,C,1593.2,9,"Pune, Maharashtra",46.0,0.1,1.16,40.41,43.89,0,25
Maize,C,3090.4,7,"Bengaluru, Karnataka",23.0,0.1,1.27,26.04,28.29,0,25
Wheat,C,1173.7,1,"Indore, Madhya Pradesh",30.0,0.05,0.91,25.39,27.57,0,25
Sugarcane,A,3719.7,7,"Indore, Madhya Pradesh",4.5,0.4,1.36,5.21,5.09,1,5
Carrot,B,3416.1,11,"Pune, Maharashtra",34.0,0.5,1.31,35.99,40.21,0,25
Cabbage,B,66.9,5,"Guntur, Andhra Pradesh",18.0,0.6,1.01,19.49,18.43,1,2
Tomato,A,3267.0,9,"Pune, Maharashtra",24.0,0.85,1.17,37.02,37.64,1,5
Groundnut,C,2670.1,10,"Pune, Maharashtra",72.0,0.1,1.15,49.39,52.89,0,25
Sugarcane,A,2265.0,7,"Bengaluru, Karnataka",4.5,0.4,1.06,5.66,6.05,0,25
Rice,A,1348.7,2,"Guntur, Andhra Pradesh",48.0,0.05,1.02,55.01,67.25,0,25
Groundnut,B,1204.7,11,"Anand, Gujarat",72.0,0.1,1.03,61.05,55.85,1,4
Groundnut,A,3072.1,2,"Ludhiana, Punjab",72.0,0.1,1.04,88.36,97.69,0,25
Onion,A,3816.7,1,"Koyambedu, Chennai, Tamil Nadu",28.0,0.3,0.93,27.12,31.41,0,25
Sugarcane,B,3071.4,2,"Anand, Gujarat",4.5,0.4,1.07,3.39,3.61,0,25
Cauliflower,A,2476.7,11,"Indore, Madhya Pradesh",26.0,0.8,1.29,24.98,24.79,1,3
Potato,B,3782.5,9,"Bengaluru, Karnataka",20.0,0.2,1.26,25.15,31.13,0,25
Sugarcane,A,626.0,3,"Koyambedu, Chennai, Tamil Nadu",4.5,0.4,0.98,4.55,5.35,0,25
Cauliflower,A,1438.0,11,"Indore, Madhya Pradesh",26.0,0.8,1.07,20.55,18.32,1,4
Sugarcane,B,801.1,3,"Bengaluru, Karnataka",4.5,0.4,1.22,4.62,5.36,0,25
Groundnut,C,945.7,12,"Koyambedu, Chennai, Tamil Nadu",72.0,0.1,1.23,62.56,72.47,0,25
Brinjal,B,3604.9,4,"Ludhiana, Punjab",22.0,0.75,0.92,19.32,17.88,1,5
Tomato,C,1388.0,11,"Ludhiana, Punjab",24.0,0.85,1.27,19.76,20.46,1,3
Onion,C,586.3,10,"Koyambedu, Chennai, Tamil Nadu",28.0,0.3,1.15,22.6,28.22,0,25
Groundnut,B,3252.8,10,"Koyambedu, Chennai, Tamil Nadu",72.0,0.1,1.29,64.1,68.26,0,25
Brinjal,B,266.9,2,"Nashik, Maharashtra",22.0,0.75,1.05,21.64,26.74,0,25
Potato,C,3997.2,7,"Pune, Maharashtra",20.0,0.2,1.04,19.77,24.52,0,25
Green Chilli,A,2967.6,5,"Indore, Madhya Pradesh",55.0,0.7,1.1,43.76,37.65,1,3
Potato,C,3729.1,3,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,1.2,15.99,14.2,1,3
Green Chilli,B,2326.8,3,"Koyambedu, Chennai, Tamil Nadu",55.0,0.7,1.19,55.9,49.28,1,2
Wheat,C,2218.3,12,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,1.19,28.28,30.29,0,25
Wheat,A,1282.0,1,"Guntur, Andhra Pradesh",30.0,0.05,1.34,36.55,32.43,1,3
Groundnut,A,422.5,2,"Anand, Gujarat",72.0,0.1,1.37,108.78,94.31,1,5
Brinjal,C,677.3,5,"Koyambedu, Chennai, Tamil Nadu",22.0,0.75,1.37,22.92,27.69,0,25
Rice,A,781.3,3,"Ludhiana, Punjab",48.0,0.05,1.36,60.17,70.69,0,25
Carrot,A,2964.6,3,"Anand, Gujarat",34.0,0.5,1.31,39.84,44.74,0,25
Rice,B,2115.8,11,"Nashik, Maharashtra",48.0,0.05,1.04,39.87,36.88,1,5
Tomato,B,2684.2,10,"Bengaluru, Karnataka",24.0,0.85,1.0,20.13,21.36,0,25
Green Chilli,A,1675.6,10,"Guntur, Andhra Pradesh",55.0,0.7,1.19,65.29,78.73,0,25
Groundnut,B,2440.8,11,"Pune, Maharashtra",72.0,0.1,0.9,65.14,58.36,1,4
Groundnut,B,778.2,10,"Anand, Gujarat",72.0,0.1,1.22,69.21,62.5,1,2
Rice,C,335.2,12,"Nashik, Maharashtra",48.0,0.05,1.1,36.84,45.54,0,25
Wheat,A,880.3,11,"Nashik, Maharashtra",30.0,0.05,0.96,34.09,33.63,1,5
Potato,C,1334.2,6,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,1.11,17.79,19.81,0,25
Soybean,B,846.1,11,"Indore, Madhya Pradesh",46.0,0.1,1.22,39.94,47.85,0,25
Cotton,C,1981.2,8,"Bengaluru, Karnataka",70.0,0.05,1.04,71.36,62.05,1,2
Carrot,A,3005.9,1,"Nashik, Maharashtra",34.0,0.5,1.16,32.35,31.21,1,3
Potato,B,3153.5,8,"Nashik, Maharashtra",20.0,0.2,1.16,20.75,22.51,0,25
Green Chilli,B,843.6,8,"Bengaluru, Karnataka",55.0,0.7,1.33,64.98,62.24,1,4
Carrot,A,2598.6,4,"Nashik, Maharashtra",34.0,0.5,1.09,31.31,38.97,0,25
Cauliflower,C,1107.3,2,"Anand, Gujarat",26.0,0.8,1.09,23.26,27.79,0,25
Cauliflower,B,298.7,1,"Guntur, Andhra Pradesh",26.0,0.8,1.38,25.45,22.72,1,6
Wheat,A,2013.3,11,"Anand, Gujarat",30.0,0.05,1.16,36.4,42.13,0,25
Sugarcane,C,1398.1,10,"Guntur, Andhra Pradesh",4.5,0.4,1.14,4.04,3.74,1,5
Groundnut,B,3228.1,12,"Pune, Maharashtra",72.0,0.1,1.19,58.43,72.12,0,25
Cabbage,C,1550.7,2,"Ludhiana, Punjab",18.0,0.6,1.21,11.58,13.97,0,25
Green Chilli,A,1912.0,6,"Ludhiana, Punjab",55.0,0.7,1.02,48.49,59.79,0,25
Tomato,C,2282.4,2,"Koyambedu, Chennai, Tamil Nadu",24.0,0.85,0.97,19.25,19.53,1,2
Carrot,B,2739.8,2,"Koyambedu, Chennai, Tamil Nadu",34.0,0.5,1.39,30.81,35.28,0,25
Rice,B,1063.0,1,"Koyambedu, Chennai, Tamil Nadu",48.0,0.05,1.36,58.42,59.22,1,8
Soybean,C,419.3,4,"Indore, Madhya Pradesh",46.0,0.1,1.36,41.97,39.88,1,5
Groundnut,C,1930.2,1,"Bengaluru, Karnataka",72.0,0.1,1.04,67.47,61.86,1,6
Groundnut,A,3193.1,4,"Indore, Madhya Pradesh",72.0,0.1,1.34,90.5,85.23,1,5
Tomato,B,3025.6,6,"Ludhiana, Punjab",24.0,0.85,1.18,26.26,24.05,1,5
Soybean,C,1137.3,11,"Nashik, Maharashtra",46.0,0.1,0.99,33.81,38.64,0,25
Rice,A,1215.2,3,"Bengaluru, Karnataka",48.0,0.05,0.93,65.66,67.62,1,6
Tomato,A,2527.2,6,"Bengaluru, Karnataka",24.0,0.85,1.34,30.72,28.0,1,2
Maize,A,80.1,7,"Indore, Madhya Pradesh",23.0,0.1,1.09,29.79,31.67,0,25
Soybean,B,3069.4,2,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,1.01,49.43,46.55,1,6
Wheat,C,671.7,8,"Ludhiana, Punjab",30.0,0.05,1.4,28.89,30.71,0,25
Cabbage,A,729.9,7,"Indore, Madhya Pradesh",18.0,0.6,1.32,20.48,22.37,0,25
Maize,C,1653.0,4,"Nashik, Maharashtra",23.0,0.1,1.09,20.28,21.58,0,25
Maize,A,550.8,12,"Koyambedu, Chennai, Tamil Nadu",23.0,0.1,0.93,28.91,34.49,0,25
Cauliflower,B,2343.6,11,"Guntur, Andhra Pradesh",26.0,0.8,1.27,19.09,17.26,1,4
Cauliflower,A,3636.6,4,"Anand, Gujarat",26.0,0.8,1.15,24.58,23.27,1,5
Green Chilli,C,1081.5,5,"Koyambedu, Chennai, Tamil Nadu",55.0,0.7,1.17,45.17,53.36,0,25
Tomato,B,601.9,4,"Indore, Madhya Pradesh",24.0,0.85,1.3,25.33,23.03,1,4
Brinjal,C,3052.6,12,"Koyambedu, Chennai, Tamil Nadu",22.0,0.75,1.13,19.53,21.92,0,25
Cotton,B,3073.6,1,"Nashik, Maharashtra",70.0,0.05,1.29,60.06,71.78,0,25
Groundnut,A,701.4,6,"Koyambedu, Chennai, Tamil Nadu",72.0,0.1,1.27,88.15,97.39,0,25
Onion,A,3814.7,8,"Bengaluru, Karnataka",28.0,0.3,0.95,35.48,35.43,1,7
Groundnut,C,641.6,12,"Nashik, Maharashtra",72.0,0.1,1.08,47.52,47.6,1,3
Maize,C,1080.2,5,"Pune, Maharashtra",23.0,0.1,0.94,21.32,23.04,0,25
Carrot,B,3645.5,9,"Indore, Madhya Pradesh",34.0,0.5,0.94,28.06,25.82,1,6
Cauliflower,C,1548.8,6,"Nashik, Maharashtra",26.0,0.8,0.92,21.09,22.98,0,25
Tomato,C,1542.7,4,"Pune, Maharashtra",24.0,0.85,1.22,23.15,20.5,1,5
Wheat,C,1542.0,7,"Anand, Gujarat",30.0,0.05,0.96,23.79,25.09,0,25
Green Chilli,B,1275.0,6,"Nashik, Maharashtra",55.0,0.7,0.99,50.19,54.24,0,25
Groundnut,A,1905.6,11,"Nashik, Maharashtra",72.0,0.1,1.1,68.9,75.49,0,25
Carrot,C,3100.8,1,"Ludhiana, Punjab",34.0,0.5,1.29,27.04,33.29,0,25
Cotton,C,304.8,3,"Anand, Gujarat",70.0,0.05,1.03,65.31,65.75,1,7
Onion,C,2521.0,5,"Nashik, Maharashtra",28.0,0.3,1.03,23.78,28.36,0,25
Potato,C,3527.8,8,"Indore, Madhya Pradesh",20.0,0.2,1.02,16.8,15.54,1,5
Brinjal,B,2708.3,3,"Bengaluru, Karnataka",22.0,0.75,0.97,27.42,27.7,1,6
Groundnut,A,1225.5,7,"Pune, Maharashtra",72.0,0.1,0.91,94.01,84.82,1,5
Cotton,C,461.2,4,"Guntur, Andhra Pradesh",70.0,0.05,1.38,61.67,58.63,1,4
Tomato,B,1590.0,11,"Pune, Maharashtra",24.0,0.85,1.08,21.17,25.33,0,25
Tomato,A,2898.4,4,"Guntur, Andhra Pradesh",24.0,0.85,1.08,21.02,22.44,0,25
Potato,B,141.9,12,"Bengaluru, Karnataka",20.0,0.2,0.94,21.63,20.81,1,3
Cabbage,C,2936.6,4,"Nashik, Maharashtra",18.0,0.6,1.08,16.15,17.32,0,25
Cauliflower,C,1359.6,5,"Anand, Gujarat",26.0,0.8,1.39,19.36,16.93,1,5
Tomato,B,993.3,5,"Nashik, Maharashtra",24.0,0.85,1.36,27.99,26.13,1,6
Green Chilli,A,1294.5,10,"Pune, Maharashtra",55.0,0.7,1.25,66.78,60.54,1,2
Onion,C,1892.5,9,"Indore, Madhya Pradesh",28.0,0.3,1.34,26.26,23.62,1,2
Rice,A,2731.2,11,"Koyambedu, Chennai, Tamil Nadu",48.0,0.05,1.15,51.9,64.86,0,25
Tomato,B,353.5,12,"Nashik, Maharashtra",24.0,0.85,0.94,22.79,26.21,0,25
Sugarcane,C,3966.1,6,"Indore, Madhya Pradesh",4.5,0.4,0.95,3.84,4.46,0,25
Groundnut,C,3650.5,1,"Nashik, Maharashtra",72.0,0.1,1.0,57.02,49.07,1,5
Cabbage,A,492.5,7,"Ludhiana, Punjab",18.0,0.6,0.96,16.92,16.04,1,4
Carrot,C,2930.6,5,"Indore, Madhya Pradesh",34.0,0.5,1.31,26.0,28.3,0,25
Groundnut,B,2736.5,10,"Nashik, Maharashtra",72.0,0.1,1.1,55.46,66.79,0,25
Onion,B,3489.8,2,"Koyambedu, Chennai, Tamil Nadu",28.0,0.3,1.22,23.75,25.65,0,25
Onion,C,963.8,4,"Pune, Maharashtra",28.0,0.3,1.16,26.28,23.8,1,7
Rice,A,2445.9,4,"Anand, Gujarat",48.0,0.05,1.15,57.71,50.75,1,4
Green Chilli,B,414.3,2,"Guntur, Andhra Pradesh",55.0,0.7,1.37,57.17,55.32,1,5
Brinjal,C,2540.4,6,"Nashik, Maharashtra",22.0,0.75,1.29,15.93,15.69,1,5
Brinjal,B,233.1,12,"Guntur, Andhra Pradesh",22.0,0.75,1.25,25.31,29.41,0,25
Tomato,A,2105.0,1,"Bengaluru, Karnataka",24.0,0.85,1.0,26.17,26.33,1,7
Onion,A,2755.4,3,"Guntur, Andhra Pradesh",28.0,0.3,0.94,27.13,33.4,0,25
Sugarcane,A,1455.4,6,"Pune, Maharashtra",4.5,0.4,1.31,5.87,6.18,0,25
Potato,B,2524.2,8,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,1.14,22.29,20.22,1,3
Cauliflower,B,3854.4,12,"Pune, Maharashtra",26.0,0.8,0.96,17.79,17.28,1,5
Sugarcane,C,1403.3,4,"Indore, Madhya Pradesh",4.5,0.4,1.02,3.99,4.57,0,25
Cauliflower,A,887.2,1,"Guntur, Andhra Pradesh",26.0,0.8,1.22,21.06,23.08,0,25
Onion,A,1513.7,11,"Koyambedu, Chennai, Tamil Nadu",28.0,0.3,1.25,45.03,47.41,0,25
Cabbage,C,1178.8,5,"Koyambedu, Chennai, Tamil Nadu",18.0,0.6,0.99,17.18,14.71,1,6
Wheat,C,3037.1,7,"Anand, Gujarat",30.0,0.05,1.25,25.34,29.31,0,25
Cabbage,B,2584.9,9,"Pune, Maharashtra",18.0,0.6,1.28,17.98,20.65,0,25
Soybean,C,3562.1,2,"Indore, Madhya Pradesh",46.0,0.1,1.05,35.29,35.42,1,8
Rice,A,456.6,10,"Ludhiana, Punjab",48.0,0.05,0.91,44.16,46.38,0,25
Wheat,C,3567.6,3,"Bengaluru, Karnataka",30.0,0.05,0.95,23.33,21.91,1,6
Sugarcane,B,2261.4,10,"Guntur, Andhra Pradesh",4.5,0.4,1.37,4.58,4.64,1,6
Cauliflower,B,2578.9,7,"Anand, Gujarat",26.0,0.8,1.13,20.83,23.05,0,25
Potato,C,2268.6,5,"Bengaluru, Karnataka",20.0,0.2,1.4,22.27,20.96,1,5
Green Chilli,C,1013.6,11,"Ludhiana, Punjab",55.0,0.7,1.38,60.09,69.27,0,25
Cotton,B,3842.1,6,"Nashik, Maharashtra",70.0,0.05,1.34,82.19,73.73,1,2
Groundnut,C,168.3,6,"Guntur, Andhra Pradesh",72.0,0.1,1.3,69.69,80.51,0,25
Cauliflower,C,2660.6,7,"Anand, Gujarat",26.0,0.8,0.95,19.07,20.41,0,25
Cabbage,B,2539.9,7,"Ludhiana, Punjab",18.0,0.6,1.36,19.44,22.81,0,25
Onion,C,3238.6,4,"Anand, Gujarat",28.0,0.3,1.06,27.06,26.65,1,7
Onion,B,1624.7,5,"Bengaluru, Karnataka",28.0,0.3,0.97,26.15,31.12,0,25
Wheat,C,3338.5,1,"Nashik, Maharashtra",30.0,0.05,0.98,23.36,26.89,0,25
Tomato,A,1593.2,10,"Guntur, Andhra Pradesh",24.0,0.85,1.34,31.52,37.3,0,25
Sugarcane,B,370.8,2,"Bengaluru, Karnataka",4.5,0.4,1.0,4.26,4.66,0,25
Cotton,A,1532.0,2,"Nashik, Maharashtra",70.0,0.05,0.93,77.63,85.54,0,25
Onion,C,1839.9,1,"Ludhiana, Punjab",28.0,0.3,1.29,19.69,23.53,0,25
Cauliflower,A,1674.0,11,"Indore, Madhya Pradesh",26.0,0.8,0.97,23.34,22.45,1,2
Carrot,B,1161.9,10,"Indore, Madhya Pradesh",34.0,0.5,0.98,31.31,35.56,0,25
Carrot,A,2702.0,7,"Guntur, Andhra Pradesh",34.0,0.5,1.2,37.71,33.44,1,6
Groundnut,C,3696.2,7,"Indore, Madhya Pradesh",72.0,0.1,1.39,68.1,73.29,0,25
Maize,C,139.8,5,"Koyambedu, Chennai, Tamil Nadu",23.0,0.1,1.37,23.63,29.26,0,25
Rice,A,402.3,4,"Indore, Madhya Pradesh",48.0,0.05,0.97,53.18,65.02,0,25
Green Chilli,C,1411.7,4,"Anand, Gujarat",55.0,0.7,1.38,58.77,51.82,1,2
Cotton,A,2431.6,2,"Koyambedu, Chennai, Tamil Nadu",70.0,0.05,0.9,88.94,79.61,1,5
Rice,C,1897.5,3,"Ludhiana, Punjab",48.0,0.05,1.17,43.71,40.48,1,4
Maize,C,1095.2,5,"Pune, Maharashtra",23.0,0.1,0.92,20.39,25.17,0,25
Cotton,C,606.4,1,"Ludhiana, Punjab",70.0,0.05,1.1,40.15,35.65,1,3
Tomato,A,2744.1,4,"Indore, Madhya Pradesh",24.0,0.85,1.32,27.64,27.9,1,5
Maize,A,3174.2,12,"Indore, Madhya Pradesh",23.0,0.1,1.23,26.9,23.02,1,2
Onion,B,2531.6,2,"Anand, Gujarat",28.0,0.3,1.03,24.31,29.71,0,25
Brinjal,A,3327.5,12,"Ludhiana, Punjab",22.0,0.75,1.29,24.82,28.62,0,25
Cotton,A,3399.9,2,"Bengaluru, Karnataka",70.0,0.05,0.99,80.64,90.53,0,25
Green Chilli,B,954.2,6,"Nashik, Maharashtra",55.0,0.7,1.28,49.88,58.07,0,25
Cabbage,C,2738.9,7,"Guntur, Andhra Pradesh",18.0,0.6,1.4,16.42,16.94,1,7
Brinjal,B,2097.2,7,"Bengaluru, Karnataka",22.0,0.75,1.3,26.53,30.66,0,25
Brinjal,C,2652.7,2,"Anand, Gujarat",22.0,0.75,0.99,18.27,17.17,1,4
Soybean,A,2731.1,7,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,1.23,62.6,77.97,0,25
Maize,A,2299.3,7,"Pune, Maharashtra",23.0,0.1,1.27,29.58,31.33,0,25
Sugarcane,A,598.0,10,"Koyambedu, Chennai, Tamil Nadu",4.5,0.4,1.18,6.44,7.93,0,25
Cauliflower,C,1748.3,4,"Pune, Maharashtra",26.0,0.8,1.2,23.56,22.75,1,5
Tomato,A,3410.9,1,"Anand, Gujarat",24.0,0.85,1.3,28.67,27.0,1,6
Brinjal,C,3877.8,9,"Pune, Maharashtra",22.0,0.75,1.22,15.71,15.23,1,5
Cotton,C,381.9,11,"Koyambedu, Chennai, Tamil Nadu",70.0,0.05,1.07,51.97,64.18,0,25
Sugarcane,A,1459.9,2,"Indore, Madhya Pradesh",4.5,0.4,0.99,3.98,4.81,0,25
Brinjal,B,824.2,8,"Guntur, Andhra Pradesh",22.0,0.75,1.28,23.88,26.18,0,25
Wheat,B,300.8,10,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,1.21,35.21,43.64,0,25
Carrot,C,2190.8,7,"Indore, Madhya Pradesh",34.0,0.5,1.33,27.54,28.89,1,8
Cotton,A,2328.4,9,"Ludhiana, Punjab",70.0,0.05,1.15,78.09,89.8,0,25
Sugarcane,C,2121.3,11,"Ludhiana, Punjab",4.5,0.4,1.1,3.91,3.69,1,2
Wheat,A,1554.7,7,"Ludhiana, Punjab",30.0,0.05,1.21,38.22,42.97,0,25
Cabbage,A,543.1,11,"Nashik, Maharashtra",18.0,0.6,1.04,17.81,17.58,1,4
Wheat,A,2394.7,8,"Guntur, Andhra Pradesh",30.0,0.05,1.0,33.35,33.06,1,7
Wheat,A,3809.0,11,"Bengaluru, Karnataka",30.0,0.05,1.24,39.41,45.94,0,25
Cotton,A,3843.9,9,"Bengaluru, Karnataka",70.0,0.05,1.36,81.39,99.61,0,25
Green Chilli,B,364.4,5,"Anand, Gujarat",55.0,0.7,1.24,56.74,55.9,1,8
Carrot,A,712.3,7,"Ludhiana, Punjab",34.0,0.5,1.19,45.37,45.89,1,6
Cotton,C,2142.5,6,"Bengaluru, Karnataka",70.0,0.05,1.29,68.13,84.93,0,25
Cauliflower,A,1494.9,6,"Guntur, Andhra Pradesh",26.0,0.8,1.38,35.16,36.77,1,4
Brinjal,C,2459.0,1,"Ludhiana, Punjab",22.0,0.75,1.28,19.58,18.69,1,2
Wheat,C,3580.8,11,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,1.31,27.8,24.46,1,5
Maize,B,235.2,3,"Indore, Madhya Pradesh",23.0,0.1,1.16,23.61,22.61,1,2
Cotton,B,1264.9,7,"Bengaluru, Karnataka",70.0,0.05,1.06,72.78,75.07,1,4
Green Chilli,A,2929.3,4,"Koyambedu, Chennai, Tamil Nadu",55.0,0.7,1.08,80.02,83.25,1,8
Cauliflower,A,1816.9,7,"Bengaluru, Karnataka",26.0,0.8,1.06,28.97,24.81,1,4
Cotton,A,3804.0,5,"Koyambedu, Chennai, Tamil Nadu",70.0,0.05,1.3,97.51,100.69,1,6
Onion,C,287.6,9,"Indore, Madhya Pradesh",28.0,0.3,1.27,26.2,23.65,1,4
Wheat,B,3386.6,4,"Anand, Gujarat",30.0,0.05,1.16,25.74,23.56,1,2
Green Chilli,C,280.6,7,"Guntur, Andhra Pradesh",55.0,0.7,1.06,36.59,42.41,0,25
Cauliflower,B,1796.7,9,"Indore, Madhya Pradesh",26.0,0.8,1.05,27.38,26.97,1,4
Groundnut,C,2547.1,9,"Pune, Maharashtra",72.0,0.1,1.27,72.49,73.85,1,4
Cotton,B,2033.0,3,"Pune, Maharashtra",70.0,0.05,1.05,72.26,63.82,1,5
Green Chilli,A,3535.8,1,"Anand, Gujarat",55.0,0.7,0.92,58.49,68.47,0,25
Green Chilli,C,2607.0,10,"Bengaluru, Karnataka",55.0,0.7,1.02,54.76,65.76,0,25
Maize,A,323.5,6,"Ludhiana, Punjab",23.0,0.1,0.9,26.04,25.67,1,2
Rice,C,2965.7,9,"Guntur, Andhra Pradesh",48.0,0.05,1.24,41.81,44.23,0,25
Cabbage,B,2498.9,10,"Guntur, Andhra Pradesh",18.0,0.6,1.26,20.42,18.53,1,6
Groundnut,A,3600.5,8,"Guntur, Andhra Pradesh",72.0,0.1,1.29,85.55,86.86,1,7
Potato,B,1187.3,6,"Anand, Gujarat",20.0,0.2,1.37,21.11,18.53,1,3
Cotton,A,578.2,12,"Koyambedu, Chennai, Tamil Nadu",70.0,0.05,1.32,84.94,102.05,0,25
Soybean,A,415.8,10,"Pune, Maharashtra",46.0,0.1,1.09,50.89,43.42,1,2
Rice,B,682.6,8,"Pune, Maharashtra",48.0,0.05,1.26,54.82,50.22,1,4
Cauliflower,C,1851.3,11,"Koyambedu, Chennai, Tamil Nadu",26.0,0.8,1.29,21.08,25.51,0,25
Carrot,B,3000.0,5,"Ludhiana, Punjab",34.0,0.5,1.08,30.71,30.76,1,7
Tomato,B,406.4,10,"Anand, Gujarat",24.0,0.85,1.31,23.97,28.57,0,25
Groundnut,B,2237.5,11,"Guntur, Andhra Pradesh",72.0,0.1,1.26,57.76,53.29,1,4
Onion,C,300.1,3,"Indore, Madhya Pradesh",28.0,0.3,1.24,22.52,20.93,1,6
Groundnut,A,1337.0,1,"Anand, Gujarat",72.0,0.1,0.99,77.89,85.36,0,25
Groundnut,B,2944.6,2,"Anand, Gujarat",72.0,0.1,1.3,73.09,81.34,0,25
Cabbage,A,2234.9,4,"Pune, Maharashtra",18.0,0.6,0.97,22.97,22.87,1,8
Sugarcane,C,2246.0,6,"Bengaluru, Karnataka",4.5,0.4,1.05,4.19,4.26,1,5
Soybean,B,688.2,4,"Indore, Madhya Pradesh",46.0,0.1,1.1,47.11,46.31,1,7
Cabbage,B,3578.4,3,"Koyambedu, Chennai, Tamil Nadu",18.0,0.6,1.2,20.33,24.18,0,25
Cabbage,B,2305.6,3,"Nashik, Maharashtra",18.0,0.6,1.12,19.04,21.26,0,25
Cabbage,B,494.4,12,"Indore, Madhya Pradesh",18.0,0.6,1.15,16.44,19.86,0,25
Green Chilli,A,639.5,3,"Bengaluru, Karnataka",55.0,0.7,1.31,78.38,91.49,0,25
Brinjal,C,794.3,9,"Nashik, Maharashtra",22.0,0.75,0.92,14.5,12.58,1,5
Carrot,C,2038.7,9,"Indore, Madhya Pradesh",34.0,0.5,1.33,26.42,29.78,0,25
Groundnut,C,2081.6,11,"Ludhiana, Punjab",72.0,0.1,0.99,50.5,55.8,0,25
Brinjal,A,118.5,4,"Nashik, Maharashtra",22.0,0.75,1.39,28.95,25.56,1,4
Sugarcane,C,1867.8,2,"Ludhiana, Punjab",4.5,0.4,1.07,3.23,3.87,0,25
Rice,C,3126.8,1,"Koyambedu, Chennai, Tamil Nadu",48.0,0.05,1.22,47.97,58.85,0,25
Groundnut,B,1246.0,2,"Nashik, Maharashtra",72.0,0.1,1.14,85.45,94.98,0,25
Groundnut,C,2467.7,1,"Bengaluru, Karnataka",72.0,0.1,1.0,72.15,74.89,1,4
Cabbage,B,3871.3,10,"Koyambedu, Chennai, Tamil Nadu",18.0,0.6,0.97,18.9,16.43,1,2
Potato,A,516.4,3,"Bengaluru, Karnataka",20.0,0.2,1.24,22.31,23.13,1,6
Tomato,A,495.2,2,"Koyambedu, Chennai, Tamil Nadu",24.0,0.85,1.1,22.01,19.85,1,3
