distance_km,cargo_weight_kg,crop_name,perishability,vehicle_type,base_component,distance_component,weight_component,perishability_component,fair_freight
457.3,4038.0,Carrot,0.5,Heavy Truck,300.0,10061.0,1477.0,412.0,12585.0
546.7,4986.0,Cotton,0.05,Heavy Truck,300.0,12027.0,2181.0,49.0,15282.0
515.3,1878.0,Maize,0.1,Mini Truck,300.0,8760.0,774.0,93.0,10161.0
283.4,4166.0,Cabbage,0.6,Heavy Truck,300.0,6235.0,945.0,306.0,8097.0
530.9,198.0,Wheat,0.05,Pickup,300.0,7433.0,84.0,48.0,7973.0
522.3,1532.0,Cotton,0.05,Mini Truck,300.0,8879.0,640.0,47.0,9842.0
568.3,2147.0,Potato,0.2,Mini Truck,300.0,9661.0,976.0,205.0,10828.0
152.4,4174.0,Maize,0.1,Heavy Truck,300.0,3353.0,509.0,27.0,4165.0
93.7,1183.0,Cauliflower,0.8,Pickup,300.0,1312.0,89.0,135.0,1859.0
608.1,3782.0,Soybean,0.1,Heavy Truck,300.0,13378.0,1840.0,109.0,15107.0
564.9,820.0,Cabbage,0.6,Pickup,300.0,7909.0,371.0,610.0,9060.0
607.0,1673.0,Tomato,0.85,Mini Truck,300.0,10319.0,812.0,929.0,11870.0
56.9,4827.0,Brinjal,0.75,Heavy Truck,300.0,1252.0,220.0,77.0,1898.0
642.1,6142.0,Potato,0.2,Heavy Truck,300.0,14126.0,3155.0,231.0,18558.0
532.6,6808.0,Groundnut,0.1,Heavy Truck,300.0,11717.0,2901.0,96.0,15650.0
611.0,2171.0,Cotton,0.05,Mini Truck,300.0,10387.0,1061.0,55.0,12276.0
417.7,2453.0,Groundnut,0.1,Mini Truck,300.0,7101.0,820.0,75.0,8308.0
332.6,3493.0,Cotton,0.05,Mini Truck,300.0,5654.0,929.0,30.0,6956.0
330.8,1075.0,Potato,0.2,Pickup,300.0,4631.0,284.0,119.0,5220.0
346.6,3868.0,Carrot,0.5,Heavy Truck,300.0,7625.0,1073.0,312.0,8986.0
430.6,6810.0,Wheat,0.05,Heavy Truck,300.0,9473.0,2346.0,39.0,11745.0
344.2,2752.0,Onion,0.3,Mini Truck,300.0,5851.0,758.0,186.0,7442.0
138.0,5091.0,Cabbage,0.6,Heavy Truck,300.0,3036.0,562.0,149.0,4119.0
266.5,3326.0,Cabbage,0.6,Mini Truck,300.0,4530.0,709.0,288.0,5909.0
632.4,6783.0,Brinjal,0.75,Heavy Truck,300.0,13913.0,3432.0,854.0,17799.0
444.8,3656.0,Soybean,0.1,Heavy Truck,300.0,9786.0,1301.0,80.0,11466.0
182.4,5448.0,Brinjal,0.75,Heavy Truck,300.0,4013.0,795.0,246.0,5233.0
444.1,1766.0,Tomato,0.85,Mini Truck,300.0,7550.0,627.0,679.0,9496.0
559.2,3169.0,Rice,0.05,Mini Truck,300.0,9506.0,1418.0,50.0,11224.0
86.4,5892.0,Tomato,0.85,Heavy Truck,300.0,1901.0,407.0,132.0,2772.0
100.1,677.0,Brinjal,0.75,Pickup,300.0,1401.0,54.0,135.0,1838.0
73.3,2326.0,Maize,0.1,Mini Truck,300.0,1246.0,136.0,13.0,1676.0
297.8,3595.0,Wheat,0.05,Heavy Truck,300.0,6552.0,856.0,27.0,7656.0
435.9,3707.0,Brinjal,0.75,Heavy Truck,300.0,9590.0,1293.0,588.0,11642.0
491.0,2573.0,Carrot,0.5,Mini Truck,300.0,8347.0,1011.0,442.0,10016.0
644.4,1288.0,Carrot,0.5,Mini Truck,300.0,10955.0,664.0,580.0,12484.0
13.7,461.0,Cauliflower,0.8,Pickup,300.0,192.0,5.0,20.0,517.0
343.5,5684.0,Sugarcane,0.4,Heavy Truck,300.0,7557.0,1562.0,247.0,9742.0
95.0,4815.0,Green Chilli,0.7,Heavy Truck,300.0,2090.0,366.0,120.0,2779.0
254.9,1862.0,Onion,0.3,Mini Truck,300.0,4333.0,380.0,138.0,5016.0
580.7,6045.0,Wheat,0.05,Heavy Truck,300.0,12775.0,2808.0,52.0,15397.0
337.9,4320.0,Maize,0.1,Heavy Truck,300.0,7434.0,1168.0,61.0,8843.0
102.0,5951.0,Rice,0.05,Heavy Truck,300.0,2244.0,486.0,9.0,2972.0
270.2,3787.0,Brinjal,0.75,Heavy Truck,300.0,5944.0,819.0,365.0,7142.0
506.3,5872.0,Cotton,0.05,Heavy Truck,300.0,11139.0,2378.0,46.0,13894.0
36.8,538.0,Tomato,0.85,Pickup,300.0,515.0,16.0,56.0,928.0
271.3,415.0,Cabbage,0.6,Pickup,300.0,3798.0,90.0,293.0,4422.0
609.4,1162.0,Rice,0.05,Pickup,300.0,8532.0,566.0,55.0,9511.0
273.2,1296.0,Sugarcane,0.4,Mini Truck,300.0,4644.0,283.0,197.0,5546.0
478.0,3830.0,Groundnut,0.1,Heavy Truck,300.0,10516.0,1465.0,86.0,12467.0
29.5,4300.0,Cotton,0.05,Heavy Truck,300.0,649.0,101.0,3.0,1037.0
54.3,1957.0,Cabbage,0.6,Mini Truck,300.0,923.0,85.0,59.0,1314.0
502.9,4502.0,Cotton,0.05,Heavy Truck,300.0,11064.0,1811.0,45.0,13414.0
391.7,6089.0,Maize,0.1,Heavy Truck,300.0,8617.0,1908.0,71.0,11265.0
378.5,3460.0,Cotton,0.05,Mini Truck,300.0,6434.0,1048.0,34.0,7695.0
643.6,3931.0,Onion,0.3,Heavy Truck,300.0,14159.0,2024.0,348.0,16475.0
259.1,1965.0,Tomato,0.85,Mini Truck,300.0,4405.0,407.0,396.0,5436.0
595.2,3302.0,Green Chilli,0.7,Mini Truck,300.0,10118.0,1572.0,750.0,13095.0
251.7,4870.0,Wheat,0.05,Heavy Truck,300.0,5537.0,981.0,23.0,7175.0
633.2,198.0,Green Chilli,0.7,Pickup,300.0,8865.0,100.0,798.0,10112.0
419.1,1637.0,Wheat,0.05,Mini Truck,300.0,7125.0,549.0,38.0,8179.0
578.5,4133.0,Soybean,0.1,Heavy Truck,300.0,12727.0,1913.0,104.0,15473.0
38.9,4639.0,Brinjal,0.75,Heavy Truck,300.0,856.0,144.0,53.0,1299.0
469.0,1832.0,Potato,0.2,Mini Truck,300.0,7973.0,687.0,169.0,9299.0
527.6,406.0,Rice,0.05,Pickup,300.0,7386.0,171.0,47.0,8279.0
236.4,3760.0,Sugarcane,0.4,Heavy Truck,300.0,5201.0,711.0,170.0,6207.0
343.2,4313.0,Cotton,0.05,Heavy Truck,300.0,7550.0,1184.0,31.0,8717.0
132.4,2254.0,Tomato,0.85,Mini Truck,300.0,2251.0,239.0,203.0,2934.0
370.7,3136.0,Carrot,0.5,Mini Truck,300.0,6302.0,930.0,334.0,7884.0
350.9,3276.0,Cabbage,0.6,Mini Truck,300.0,5965.0,920.0,379.0,7510.0
617.1,4629.0,Onion,0.3,Heavy Truck,300.0,13576.0,2285.0,333.0,16597.0
282.2,1944.0,Maize,0.1,Mini Truck,300.0,4797.0,439.0,51.0,5709.0
471.8,1490.0,Cauliflower,0.8,Mini Truck,300.0,8021.0,562.0,679.0,9629.0
473.3,5890.0,Green Chilli,0.7,Heavy Truck,300.0,10413.0,2230.0,596.0,13956.0
342.8,2835.0,Cauliflower,0.8,Mini Truck,300.0,5828.0,777.0,494.0,7639.0
186.9,4037.0,Potato,0.2,Heavy Truck,300.0,4112.0,604.0,67.0,4991.0
500.5,1261.0,Maize,0.1,Mini Truck,300.0,8508.0,505.0,90.0,9391.0
481.6,2588.0,Cauliflower,0.8,Mini Truck,300.0,8187.0,997.0,694.0,10116.0
408.5,2032.0,Carrot,0.5,Mini Truck,300.0,6944.0,664.0,368.0,8258.0
317.6,6504.0,Rice,0.05,Heavy Truck,300.0,6987.0,1653.0,29.0,8689.0
638.6,1428.0,Tomato,0.85,Mini Truck,300.0,10856.0,730.0,977.0,12793.0
126.3,4173.0,Soybean,0.1,Heavy Truck,300.0,2779.0,422.0,23.0,3689.0
595.4,697.0,Onion,0.3,Pickup,300.0,8336.0,332.0,322.0,9738.0
349.0,6265.0,Sugarcane,0.4,Heavy Truck,300.0,7678.0,1749.0,251.0,9660.0
356.2,1132.0,Sugarcane,0.4,Pickup,300.0,4987.0,323.0,256.0,5709.0
254.2,2597.0,Green Chilli,0.7,Mini Truck,300.0,4321.0,528.0,320.0,5528.0
275.2,3886.0,Cotton,0.05,Heavy Truck,300.0,6054.0,856.0,25.0,6961.0
279.1,1154.0,Potato,0.2,Pickup,300.0,3907.0,258.0,100.0,4572.0
102.4,4611.0,Onion,0.3,Heavy Truck,300.0,2253.0,378.0,55.0,2987.0
331.7,4097.0,Potato,0.2,Heavy Truck,300.0,7297.0,1087.0,119.0,9152.0
155.9,4787.0,Cabbage,0.6,Heavy Truck,300.0,3430.0,597.0,168.0,4338.0
463.4,5596.0,Brinjal,0.75,Heavy Truck,300.0,10195.0,2075.0,626.0,13043.0
184.5,5616.0,Cauliflower,0.8,Heavy Truck,300.0,4059.0,829.0,266.0,5544.0
296.7,4731.0,Cauliflower,0.8,Heavy Truck,300.0,6527.0,1123.0,427.0,8254.0
308.2,3182.0,Green Chilli,0.7,Mini Truck,300.0,5239.0,785.0,388.0,6869.0
55.2,5558.0,Brinjal,0.75,Heavy Truck,300.0,1214.0,245.0,75.0,1843.0
210.9,4194.0,Onion,0.3,Heavy Truck,300.0,4640.0,708.0,114.0,6044.0
572.3,3858.0,Cabbage,0.6,Heavy Truck,300.0,12591.0,1766.0,618.0,15606.0
549.5,5268.0,Carrot,0.5,Heavy Truck,300.0,12089.0,2316.0,495.0,15295.0
235.8,547.0,Carrot,0.5,Pickup,300.0,3301.0,103.0,212.0,3972.0
367.0,2187.0,Cauliflower,0.8,Mini Truck,300.0,6239.0,642.0,528.0,8086.0
497.7,4428.0,Potato,0.2,Heavy Truck,300.0,10949.0,1763.0,179.0,13145.0
362.0,3588.0,Cauliflower,0.8,Heavy Truck,300.0,7964.0,1039.0,521.0,9884.0
273.1,3723.0,Cotton,0.05,Heavy Truck,300.0,6008.0,813.0,25.0,6960.0
20.8,3405.0,Onion,0.3,Mini Truck,300.0,354.0,57.0,11.0,702.0
390.0,4801.0,Potato,0.2,Heavy Truck,300.0,8580.0,1498.0,140.0,10206.0
414.2,4709.0,Tomato,0.85,Heavy Truck,300.0,9112.0,1560.0,634.0,11802.0
223.6,709.0,Maize,0.1,Pickup,300.0,3130.0,127.0,40.0,3715.0
73.9,6506.0,Soybean,0.1,Heavy Truck,300.0,1626.0,385.0,13.0,2396.0
344.7,2770.0,Soybean,0.1,Mini Truck,300.0,5860.0,764.0,62.0,7199.0
72.9,5392.0,Cotton,0.05,Heavy Truck,300.0,1604.0,314.0,7.0,2298.0
425.3,3470.0,Maize,0.1,Mini Truck,300.0,7230.0,1181.0,77.0,8754.0
467.8,5964.0,Cabbage,0.6,Heavy Truck,300.0,10292.0,2232.0,505.0,12840.0
85.8,3237.0,Potato,0.2,Mini Truck,300.0,1459.0,222.0,31.0,1971.0
508.8,4167.0,Potato,0.2,Heavy Truck,300.0,11194.0,1696.0,183.0,13305.0
398.3,1694.0,Wheat,0.05,Mini Truck,300.0,6771.0,540.0,36.0,7964.0
337.3,6515.0,Brinjal,0.75,Heavy Truck,300.0,7421.0,1758.0,455.0,10128.0
398.8,3233.0,Tomato,0.85,Mini Truck,300.0,6780.0,1031.0,610.0,8563.0
212.4,3003.0,Green Chilli,0.7,Mini Truck,300.0,3611.0,510.0,268.0,4695.0
403.1,6050.0,Sugarcane,0.4,Heavy Truck,300.0,8868.0,1951.0,290.0,11702.0
154.2,6823.0,Green Chilli,0.7,Heavy Truck,300.0,3392.0,842.0,194.0,4690.0
295.5,5623.0,Carrot,0.5,Heavy Truck,300.0,6501.0,1329.0,266.0,8239.0
75.0,1279.0,Sugarcane,0.4,Mini Truck,300.0,1275.0,77.0,54.0,1739.0
573.1,791.0,Green Chilli,0.7,Pickup,300.0,8023.0,363.0,722.0,9320.0
37.3,5925.0,Green Chilli,0.7,Heavy Truck,300.0,821.0,177.0,47.0,1344.0
589.2,2567.0,Soybean,0.1,Mini Truck,300.0,10016.0,1210.0,106.0,11265.0
316.2,4264.0,Maize,0.1,Heavy Truck,300.0,6956.0,1079.0,57.0,8615.0
340.6,5005.0,Wheat,0.05,Heavy Truck,300.0,7493.0,1364.0,31.0,9038.0
209.2,6875.0,Cauliflower,0.8,Heavy Truck,300.0,4602.0,1151.0,301.0,6220.0
632.0,2248.0,Wheat,0.05,Mini Truck,300.0,10744.0,1137.0,57.0,12726.0
618.6,4595.0,Groundnut,0.1,Heavy Truck,300.0,13609.0,2274.0,111.0,15793.0
107.5,1665.0,Soybean,0.1,Mini Truck,300.0,1828.0,143.0,19.0,2362.0
554.5,1469.0,Cauliflower,0.8,Mini Truck,300.0,9426.0,652.0,798.0,11726.0
82.9,4432.0,Brinjal,0.75,Heavy Truck,300.0,1824.0,294.0,112.0,2615.0
506.9,4252.0,Groundnut,0.1,Heavy Truck,300.0,11152.0,1724.0,91.0,12781.0
418.9,6161.0,Carrot,0.5,Heavy Truck,300.0,9216.0,2065.0,377.0,12144.0
354.1,6129.0,Potato,0.2,Heavy Truck,300.0,7790.0,1736.0,127.0,9764.0
633.1,5650.0,Soybean,0.1,Heavy Truck,300.0,13928.0,2862.0,114.0,16929.0
282.9,2114.0,Brinjal,0.75,Mini Truck,300.0,4809.0,478.0,382.0,6255.0
377.7,2125.0,Maize,0.1,Mini Truck,300.0,6421.0,642.0,68.0,7643.0
158.4,5428.0,Groundnut,0.1,Heavy Truck,300.0,3485.0,688.0,29.0,4668.0
620.4,5719.0,Onion,0.3,Heavy Truck,300.0,13649.0,2838.0,335.0,17103.0
610.1,4331.0,Carrot,0.5,Heavy Truck,300.0,13422.0,2114.0,549.0,16052.0
329.1,4667.0,Cotton,0.05,Heavy Truck,300.0,7240.0,1229.0,30.0,8541.0
382.7,3538.0,Carrot,0.5,Heavy Truck,300.0,8419.0,1083.0,344.0,10386.0
112.5,6379.0,Soybean,0.1,Heavy Truck,300.0,2475.0,574.0,20.0,3279.0
291.1,821.0,Brinjal,0.75,Pickup,300.0,4075.0,191.0,393.0,5190.0
505.4,1538.0,Tomato,0.85,Mini Truck,300.0,8592.0,622.0,773.0,10002.0
541.1,2387.0,Green Chilli,0.7,Mini Truck,300.0,9199.0,1033.0,682.0,11696.0
433.6,4533.0,Cotton,0.05,Heavy Truck,300.0,9539.0,1572.0,39.0,11226.0
122.0,724.0,Cotton,0.05,Pickup,300.0,1708.0,71.0,11.0,2193.0
248.6,3895.0,Soybean,0.1,Heavy Truck,300.0,5469.0,775.0,45.0,6763.0
354.0,4123.0,Sugarcane,0.4,Heavy Truck,300.0,7788.0,1168.0,255.0,9463.0
615.9,6382.0,Wheat,0.05,Heavy Truck,300.0,13550.0,3145.0,55.0,16815.0
256.0,3350.0,Wheat,0.05,Mini Truck,300.0,4352.0,686.0,23.0,5334.0
475.4,2483.0,Soybean,0.1,Mini Truck,300.0,8082.0,944.0,86.0,9520.0
358.7,4587.0,Maize,0.1,Heavy Truck,300.0,7891.0,1316.0,65.0,9730.0
181.4,6530.0,Maize,0.1,Heavy Truck,300.0,3991.0,948.0,33.0,5350.0
281.8,3149.0,Green Chilli,0.7,Mini Truck,300.0,4791.0,710.0,355.0,5917.0
113.4,1243.0,Cauliflower,0.8,Mini Truck,300.0,1928.0,113.0,163.0,2553.0
268.9,3907.0,Soybean,0.1,Heavy Truck,300.0,5916.0,840.0,48.0,7354.0
193.5,6989.0,Rice,0.05,Heavy Truck,300.0,4257.0,1082.0,17.0,5831.0
201.9,1987.0,Carrot,0.5,Mini Truck,300.0,3432.0,321.0,182.0,4213.0
579.2,4966.0,Wheat,0.05,Heavy Truck,300.0,12742.0,2301.0,52.0,15912.0
140.2,3459.0,Carrot,0.5,Mini Truck,300.0,2383.0,388.0,126.0,3152.0
481.0,986.0,Sugarcane,0.4,Pickup,300.0,6734.0,379.0,346.0,7951.0
90.2,2895.0,Soybean,0.1,Mini Truck,300.0,1533.0,209.0,16.0,2094.0
164.5,1489.0,Maize,0.1,Mini Truck,300.0,2796.0,196.0,30.0,3198.0
107.0,6736.0,Soybean,0.1,Heavy Truck,300.0,2354.0,577.0,19.0,3222.0
607.0,304.0,Groundnut,0.1,Pickup,300.0,8498.0,148.0,109.0,9219.0
256.1,5752.0,Onion,0.3,Heavy Truck,300.0,5634.0,1178.0,138.0,7325.0
130.7,2702.0,Carrot,0.5,Mini Truck,300.0,2222.0,283.0,118.0,2838.0
487.6,6931.0,Brinjal,0.75,Heavy Truck,300.0,10727.0,2704.0,658.0,14378.0
59.9,1063.0,Green Chilli,0.7,Pickup,300.0,839.0,51.0,75.0,1299.0
595.8,2017.0,Sugarcane,0.4,Mini Truck,300.0,10129.0,961.0,429.0,12357.0
30.5,5575.0,Cotton,0.05,Heavy Truck,300.0,671.0,136.0,3.0,1078.0
445.2,6854.0,Wheat,0.05,Heavy Truck,300.0,9794.0,2441.0,40.0,12767.0
358.3,599.0,Rice,0.05,Pickup,300.0,5016.0,172.0,32.0,5660.0
632.0,3921.0,Maize,0.1,Heavy Truck,300.0,13904.0,1982.0,114.0,16266.0
239.2,5209.0,Onion,0.3,Heavy Truck,300.0,5262.0,997.0,129.0,6706.0
299.5,598.0,Potato,0.2,Pickup,300.0,4193.0,143.0,108.0,4826.0
186.7,2885.0,Wheat,0.05,Mini Truck,300.0,3174.0,431.0,17.0,3868.0
404.7,1558.0,Sugarcane,0.4,Mini Truck,300.0,6880.0,504.0,291.0,8273.0
50.1,2198.0,Brinjal,0.75,Mini Truck,300.0,852.0,88.0,68.0,1362.0
287.9,2219.0,Cotton,0.05,Mini Truck,300.0,4894.0,511.0,26.0,5919.0
530.7,859.0,Brinjal,0.75,Pickup,300.0,7430.0,365.0,716.0,8654.0
491.0,2719.0,Onion,0.3,Mini Truck,300.0,8347.0,1068.0,265.0,10091.0
510.7,2561.0,Maize,0.1,Mini Truck,300.0,8682.0,1046.0,92.0,10301.0
581.9,4473.0,Green Chilli,0.7,Heavy Truck,300.0,12802.0,2082.0,733.0,16115.0
111.1,1361.0,Soybean,0.1,Mini Truck,300.0,1889.0,121.0,20.0,2328.0
554.5,1913.0,Onion,0.3,Mini Truck,300.0,9426.0,849.0,299.0,10732.0
38.8,1593.0,Cotton,0.05,Mini Truck,300.0,660.0,49.0,3.0,1060.0
598.3,3878.0,Tomato,0.85,Heavy Truck,300.0,13163.0,1856.0,915.0,17006.0
485.5,2408.0,Onion,0.3,Mini Truck,300.0,8254.0,935.0,262.0,10000.0
636.4,5839.0,Sugarcane,0.4,Heavy Truck,300.0,14001.0,2973.0,458.0,18568.0
508.9,6485.0,Wheat,0.05,Heavy Truck,300.0,11196.0,2640.0,46.0,14731.0
265.6,1071.0,Cauliflower,0.8,Pickup,300.0,3718.0,228.0,382.0,4823.0
156.4,105.0,Carrot,0.5,Pickup,300.0,2190.0,13.0,141.0,2717.0
622.3,556.0,Maize,0.1,Pickup,300.0,8712.0,277.0,112.0,9331.0
251.9,5199.0,Onion,0.3,Heavy Truck,300.0,5542.0,1048.0,136.0,6981.0
318.6,4104.0,Rice,0.05,Heavy Truck,300.0,7009.0,1046.0,29.0,8161.0
69.4,1899.0,Sugarcane,0.4,Mini Truck,300.0,1180.0,105.0,50.0,1656.0
346.6,3319.0,Cotton,0.05,Mini Truck,300.0,5892.0,920.0,31.0,7062.0
50.7,6136.0,Tomato,0.85,Heavy Truck,300.0,1115.0,249.0,78.0,1718.0
383.2,2069.0,Carrot,0.5,Mini Truck,300.0,6514.0,634.0,345.0,7829.0
288.7,754.0,Rice,0.05,Pickup,300.0,4042.0,174.0,26.0,4381.0
348.1,2680.0,Tomato,0.85,Mini Truck,300.0,5918.0,746.0,533.0,7237.0
472.8,3798.0,Rice,0.05,Heavy Truck,300.0,10402.0,1437.0,43.0,11788.0
141.9,682.0,Onion,0.3,Pickup,300.0,1987.0,77.0,77.0,2549.0
170.1,3089.0,Cauliflower,0.8,Mini Truck,300.0,2892.0,420.0,245.0,3846.0
414.0,6622.0,Tomato,0.85,Heavy Truck,300.0,9108.0,2193.0,633.0,12280.0
361.0,3887.0,Onion,0.3,Heavy Truck,300.0,7942.0,1123.0,195.0,9216.0
439.7,4453.0,Green Chilli,0.7,Heavy Truck,300.0,9673.0,1566.0,554.0,12071.0
92.5,5351.0,Cotton,0.05,Heavy Truck,300.0,2035.0,396.0,8.0,2643.0
421.1,4597.0,Tomato,0.85,Heavy Truck,300.0,9264.0,1549.0,644.0,11438.0
283.8,4089.0,Rice,0.05,Heavy Truck,300.0,6244.0,928.0,26.0,7363.0
527.5,598.0,Wheat,0.05,Pickup,300.0,7385.0,252.0,47.0,7794.0
485.5,184.0,Tomato,0.85,Pickup,300.0,6797.0,71.0,743.0,7632.0
135.0,1377.0,Cauliflower,0.8,Mini Truck,300.0,2295.0,149.0,194.0,2935.0
224.6,4565.0,Green Chilli,0.7,Heavy Truck,300.0,4941.0,820.0,283.0,6610.0
22.1,2352.0,Cotton,0.05,Mini Truck,300.0,376.0,42.0,2.0,699.0
194.5,759.0,Wheat,0.05,Pickup,300.0,2723.0,118.0,18.0,3256.0
27.5,2921.0,Tomato,0.85,Mini Truck,300.0,468.0,64.0,42.0,847.0
58.2,2306.0,Cabbage,0.6,Mini Truck,300.0,989.0,107.0,63.0,1476.0
22.2,6883.0,Brinjal,0.75,Heavy Truck,300.0,488.0,122.0,30.0,939.0
169.9,5957.0,Cauliflower,0.8,Heavy Truck,300.0,3738.0,810.0,245.0,4953.0
96.8,1043.0,Tomato,0.85,Pickup,300.0,1355.0,81.0,148.0,1814.0
214.5,6097.0,Cabbage,0.6,Heavy Truck,300.0,4719.0,1046.0,232.0,6119.0
435.5,426.0,Brinjal,0.75,Pickup,300.0,6097.0,148.0,588.0,6938.0
27.6,6730.0,Groundnut,0.1,Heavy Truck,300.0,607.0,149.0,5.0,1077.0
39.7,621.0,Sugarcane,0.4,Pickup,300.0,556.0,20.0,29.0,885.0
351.9,1543.0,Cabbage,0.6,Mini Truck,300.0,5982.0,434.0,380.0,6877.0
155.8,1303.0,Potato,0.2,Mini Truck,300.0,2649.0,162.0,56.0,3188.0
621.4,906.0,Rice,0.05,Pickup,300.0,8700.0,450.0,56.0,9261.0
479.1,1854.0,Cotton,0.05,Mini Truck,300.0,8145.0,711.0,43.0,9542.0
444.7,2399.0,Rice,0.05,Mini Truck,300.0,7560.0,853.0,40.0,8643.0
330.4,2159.0,Sugarcane,0.4,Mini Truck,300.0,5617.0,571.0,238.0,6637.0
293.3,5572.0,Potato,0.2,Heavy Truck,300.0,6453.0,1307.0,106.0,8033.0
337.7,3063.0,Wheat,0.05,Mini Truck,300.0,5741.0,828.0,30.0,6731.0
44.9,5691.0,Green Chilli,0.7,Heavy Truck,300.0,988.0,204.0,57.0,1521.0
490.2,4493.0,Carrot,0.5,Heavy Truck,300.0,10784.0,1762.0,441.0,13504.0
564.9,1773.0,Soybean,0.1,Mini Truck,300.0,9603.0,801.0,102.0,10931.0
417.7,2588.0,Cabbage,0.6,Mini Truck,300.0,7101.0,865.0,451.0,8738.0
158.5,2893.0,Sugarcane,0.4,Mini Truck,300.0,2694.0,367.0,114.0,3365.0
450.5,6981.0,Brinjal,0.75,Heavy Truck,300.0,9911.0,2516.0,608.0,13247.0
222.8,5945.0,Wheat,0.05,Heavy Truck,300.0,4902.0,1060.0,20.0,6306.0
584.2,6727.0,Green Chilli,0.7,Heavy Truck,300.0,12852.0,3144.0,736.0,17558.0
568.3,3625.0,Cabbage,0.6,Heavy Truck,300.0,12503.0,1648.0,614.0,15704.0
276.6,826.0,Carrot,0.5,Pickup,300.0,3872.0,183.0,249.0,4744.0
246.5,1820.0,Cotton,0.05,Mini Truck,300.0,4190.0,359.0,22.0,4932.0
247.4,2091.0,Carrot,0.5,Mini Truck,300.0,4206.0,414.0,223.0,5296.0
617.3,6474.0,Brinjal,0.75,Heavy Truck,300.0,13581.0,3197.0,833.0,17895.0
213.4,1710.0,Rice,0.05,Mini Truck,300.0,3628.0,292.0,19.0,4283.0
457.2,4928.0,Brinjal,0.75,Heavy Truck,300.0,10058.0,1802.0,617.0,12413.0
415.6,5385.0,Cauliflower,0.8,Heavy Truck,300.0,9143.0,1790.0,598.0,12305.0
488.7,1163.0,Rice,0.05,Pickup,300.0,6842.0,455.0,44.0,7938.0
462.5,6930.0,Carrot,0.5,Heavy Truck,300.0,10175.0,2564.0,416.0,14036.0
106.5,812.0,Carrot,0.5,Pickup,300.0,1491.0,69.0,96.0,1892.0
420.2,6058.0,Groundnut,0.1,Heavy Truck,300.0,9244.0,2036.0,76.0,12170.0
618.6,5240.0,Cauliflower,0.8,Heavy Truck,300.0,13609.0,2593.0,891.0,18155.0
217.3,1566.0,Soybean,0.1,Mini Truck,300.0,3694.0,272.0,39.0,4244.0
361.1,3551.0,Brinjal,0.75,Heavy Truck,300.0,7944.0,1026.0,487.0,9584.0
379.8,2949.0,Onion,0.3,Mini Truck,300.0,6457.0,896.0,205.0,7822.0
354.6,2143.0,Carrot,0.5,Mini Truck,300.0,6028.0,608.0,319.0,7350.0
161.3,4298.0,Maize,0.1,Heavy Truck,300.0,3549.0,555.0,29.0,4558.0
513.9,632.0,Onion,0.3,Pickup,300.0,7195.0,260.0,278.0,7967.0
153.7,6630.0,Onion,0.3,Heavy Truck,300.0,3381.0,815.0,83.0,4438.0
584.0,3655.0,Rice,0.05,Heavy Truck,300.0,12848.0,1708.0,53.0,15244.0
66.6,1789.0,Carrot,0.5,Mini Truck,300.0,1132.0,95.0,60.0,1639.0
313.3,2719.0,Carrot,0.5,Mini Truck,300.0,5326.0,681.0,282.0,6736.0
506.0,5436.0,Onion,0.3,Heavy Truck,300.0,11132.0,2200.0,273.0,13692.0
402.7,5720.0,Cauliflower,0.8,Heavy Truck,300.0,8859.0,1843.0,580.0,12061.0
22.2,6284.0,Brinjal,0.75,Heavy Truck,300.0,488.0,112.0,30.0,954.0
377.3,913.0,Onion,0.3,Pickup,300.0,5282.0,276.0,204.0,6353.0
264.9,1456.0,Sugarcane,0.4,Mini Truck,300.0,4503.0,309.0,191.0,5233.0
504.9,2838.0,Green Chilli,0.7,Mini Truck,300.0,8583.0,1146.0,636.0,10856.0
546.5,5266.0,Cotton,0.05,Heavy Truck,300.0,12023.0,2302.0,49.0,14923.0
258.7,4947.0,Green Chilli,0.7,Heavy Truck,300.0,5691.0,1024.0,326.0,7544.0
141.3,5730.0,Cabbage,0.6,Heavy Truck,300.0,3109.0,648.0,153.0,4082.0
98.8,6522.0,Cotton,0.05,Heavy Truck,300.0,2174.0,515.0,9.0,3096.0
413.6,2174.0,Rice,0.05,Mini Truck,300.0,7031.0,719.0,37.0,8052.0
376.5,3589.0,Soybean,0.1,Heavy Truck,300.0,8283.0,1081.0,68.0,9413.0
437.4,1353.0,Brinjal,0.75,Mini Truck,300.0,7436.0,473.0,590.0,9004.0
255.3,2116.0,Carrot,0.5,Mini Truck,300.0,4340.0,432.0,230.0,5132.0
272.4,6928.0,Tomato,0.85,Heavy Truck,300.0,5993.0,1510.0,417.0,8195.0
579.0,1647.0,Green Chilli,0.7,Mini Truck,300.0,9843.0,763.0,730.0,11401.0
81.0,824.0,Brinjal,0.75,Pickup,300.0,1134.0,53.0,109.0,1548.0
233.9,5436.0,Tomato,0.85,Heavy Truck,300.0,5146.0,1017.0,358.0,6618.0
506.7,1804.0,Cabbage,0.6,Mini Truck,300.0,8614.0,731.0,547.0,10034.0
384.5,5354.0,Onion,0.3,Heavy Truck,300.0,8459.0,1647.0,208.0,10375.0
158.2,6807.0,Rice,0.05,Heavy Truck,300.0,3480.0,861.0,14.0,4669.0
436.2,5849.0,Soybean,0.1,Heavy Truck,300.0,9596.0,2041.0,79.0,12401.0
